C0021270,baby
C0237107,caretaking parenting
C1827663,difficulty maintaining relationships
C3853329,requires practice
C2919691,treatment changed situation
C3826574,children death
C0780418,first aid kit
C0565975,expressing self
C0007097,carcinoma
C0337044,hazardous situation nos
C0242510,drug use
C0524645,marine
C0335823,snuff maker
C0578340,sits down chair
C0231913,cough early morning
C1707958,examination room
C0575043,joint normal
C0282420,journal article
C0683991,ex alcoholic
C0848894,normal patients
C2136014,living apartment history
C0557036,helping with activity
C0678349,interpersonal aodc
C1289033,entire right ear
C3274922,get tired easily
C0233794,bad memory
C0454788,mayo
C1654537,pachos
C2347859,date created
C3881736,suture holding ring
C3531248,pad nursing disposable
C0475704,colours skin
C0557261,dirty home
C0295764,tempit
C0788300,protein testing
C0037848,sperm motility
C0807481,pressure half time
C1706076,unification
C0023078,larynx
C0037433,social responsibility
C3824668,children parents with disabilities
C0183964,tongs
C5197673,plant nursery
C0419192,care disabled
C0004799,membrane basement
C4302768,under immunized
C4704883,time restricted feedings
C0403066,construction worker
C0424904,fh brother dead
C0877848,distorted hearing
C0557892,repressing thoughts
C0681785,local area
C0235152,feeling happy inappropriately
C0814822,speed limit
C0448059,lower end ulna
C0683927,state wide area
C0721473,m clear
C0013428,painful urination
C0452517,short sweet biscuit
C0473508,delayed postpartum hemorrhage
C1602374,deca
C2347951,repacking
C1619815,pending day type
C3661798,battery operated hair clipper
C0557002,advice regarding activity
C1299941,conformation finding
C0790024,corn syrup
C0556303,drinking habits
C0030758,body lice
C1292424,single point time
C0003451,antivirals
C4236781,response oxygen glucose deprivation
C1546856,not required
C0229984,body space
C1833296,dem
C0319748,brownie cap
C0728866,effect drugs
C0599520,telemetering
C0560811,able alternate between sitting standing
C0041200,trout
C4747702,laughing episodes
C0040836,trepanning
C0680716,pretrial proceeding
C1706710,adaptor
C0282678,organic food
C0578815,employment circumstances
C4525487,dislike other people seeing scars
C3873164,daily with lunch
C0680556,guilt or innocence
C0334976,other accountant
C0337556,foster daughter
C2699934,three pack
C3829901,hands are swollen
C0425407,milk free diet
C0599423,joint stress
C0555724,dry lip
C0002520,amino acid
C0557723,safe environment
C0035785,robotic
C0233793,memory remote
C4024856,extra skin fingers
C1134625,screening intervention
C0337966,ships hospital
C2717901,single embryo transfer
C0000702,dna
C0022828,l forms
C0850567,x rays results
C0062783,ogp 10 14
C1512910,intra abdominal
C0412534,liver ultrasound
C1707310,cascade
C0038108,sh
C3241987,reinsurance policy
C0269842,uterine hyperstimulation
C1271069,born by cesarean section
C0336966,glide
C0233363,monoamniotic twins
C0266813,heme positive stool
C1272749,expected be stable
C0031807,physical exertion
C3179154,best practices
C1409534,wound shoulder
C1179004,body breast
C4055127,dislodged catheter
C3541925,head us
C4750590,history sleeping out situation
C0649610,bishop
C0729264,preterm premature rupture membrane
C0016055,fibronectin
C3642084,adl01 make meal
C0022108,irritant
C4054960,feelings about arm or leg
C1425380,trabid
C0005684,bladder ca
C0205356,slit like
C0178323,leg open wounds
C0182666,reachers
C0575519,long arm
C0870772,kinship
C1135886,loquats food
C0302832,obsessive reaction
C1857792,head flexed forward
C0182315,hot plate
C2366566,muse
C0214184,hard metal
C3641756,have diarrhea
C1301709,staff grade doctor
C1875827,thick it
C0030196,pain extremity
C0787761,back plaster
C0859038,rough skin
C0449473,casting types
C1174789,supervent
C0359299,sterile water
C0429218,abdominal pressure
C3056481,minuella
C2936612,improvement quality
C0183884,tube test
C0040478,torpedo
C0600089,neonatal nurse
C0301647,strand breaks
C1016530,hallella
C4521843,commander
C0401975,house officer
C0745411,irregular bleeding
C0847233,ear pulling
C0554874,home oxygen supply started
C0736268,liver tissues
C1335457,postpartum hypertension
C2963182,aids living with aids
C1150833,spec
C0332502,pear shaped
C0556368,makes rules about drinking
C3242375,titlestyles
C1096625,mental exhaustion
C0273993,breast burning
C4274619,able manage stress
C0014272,energy expenditure
C0566304,ability eat
C0029473,ostomy
C0005750,loop syndrome stagnant
C0022744,knee injury
C0332757,chip fracture
C0179650,crash cart
C0026780,mumps
C0576995,bleeding from throat
C1440480,coffee bean dietary
C1283221,communicator device
C1304685,breast shield
C0857160,leg numbness
C1277003,pediasure
C0232462,poor appetite
C0459797,hot drink
C0419386,two male babies
C0042105,ursodiol
C0007994,chemically induced
C3876772,braille reading material
C0026040,sectionings thin
C1706974,blower
C4280622,missing all teeth
C0085605,liver failure
C0666361,trance
C0040954,whipping worms
C0599155,missense mutation
C1076854,tiny bluet
C0424110,cries easily
C0233767,tactile hallucinations
C0433071,crushed chest
C0581883,complete hearing loss
C3878737,uternine contraction monitor internal
C0577495,participates games play
C0560788,ability stand
C2979986,medical technology
C0238467,tongue lipoma
C0006767,callused
C0184760,patient follow up appointment scheduled
C0677962,total hysterectomy
C1668892,water holding frogs
C0337755,anabaptism
C1940117,old house borer
C0680208,unconnected
C0337154,boiler
C0149761,prescription refill
C1836047,long face
C0239978,increased frequency stool
C0007677,city central
C0559762,faradism under pressure
C0678561,softness
C0935555,interview schedule
C0119395,glucola
C1956108,microbiome
C0560182,diagnosis not made
C0336717,archery
C1218925,scoters
C0183655,strippers
C1414185,typ
C0562690,carnivora
C0009782,connective tissue disorder
C0205112,basal
C2712449,cooking baking
C3178905,animal shell
C0444672,like ice
C0700727,sudafed
C0086246,ergonomic
C0442593,gp premises
C0850001,head heaviness
C0330577,sandbox tree
C0282657,infibulations
C1549460,enlisted
C0015219,evolution
C0452587,special k
C0887905,chain reaction ligase
C0577887,problems sinus
C0453500,sausage roll
C1549072,revoked
C4520489,cost prohibitive
C1415570,celiac1
C3486674,rancid beef
C1254179,snowflake plant
C3165247,acute health crisis
C1881928,multiracial
C4314700,autistic symptoms
C0035298,retina
C0681547,bottling racking
C0680100,change school
C0682205,upper class
C3653931,other vaccines
C0441845,group k
C1318746,lead levels raised
C0170681,carveol
C0277731,rape victims
C0325005,coyotes
C0574844,number appointments missed
C0562574,physically threatening behavior
C0008098,child hospitalized
C4704731,access internet
C0175860,natural history
C1512016,doctor dental medicine
C0683597,liaison
C0556184,formula milk intake
C0233534,aggressive biting
C0686779,abusive emotional relationship
C0870809,life span
C1880906,gas leak
C0440991,wrap around toe flap
C0001691,advisory service
C0032955,preening
C0182318,pledgeted
C4041537,pelvic floor dysfunction
C0581899,recently unemployed
C0336671,ice pick
C0259859,embryologists
C0857199,red blotches
C0085628,stupor
C0679837,undiagnosed disorder
C1708503,inductor device
C1319197,iv piggyback
C1286059,measure placenta
C0227258,chyme
C0518015,test hemoglobin
C0002351,altitude sickness
C0332535,friable
C0681055,tax credit
C3662773,educated about wound care situation
C0815215,health room
C0020899,illiterate
C0456062,small light dates
C3672033,bile acid levels raised
C1281743,blastocysts
C0701459,lupron
C0562451,predictability behavior
C1634623,reading card
C1855263,disorganized thinking
C0183783,bulb syringe
C2984112,extremely good
C1269644,anatomy normal
C4520766,mosquito bites
C0740175,ante
C0746102,chronic lung disease
C0557213,lives supported home
C0233477,dysphoria
C3825409,oral hygiene products
C0178683,hot climate
C1517526,geographic
C2930933,absent breasts nipples
C0337186,straightjacket
C2726797,paragard
C0162373,prozac
C1459179,gladiators
C0242952,infant behavior
C0022548,keloid scarring
C0404484,chronic pelvic pain
C4330188,hard keep attention things
C0687738,clean needle
C0518532,manages medication
C0419505,infant milestones
C0331178,campsis
C4763108,confidential mark
C0441052,latex rubber gloves
C0021954,involuntary commitment
C0042211,live vaccine
C2911648,multiplication
C0029949,overpopulation
C0027950,neutrophils
C0022381,jellyfish
C0597119,aging nutrition
C2350444,astronomical concept
C0439588,acute chronic
C0277799,picket fence fever
C0008132,chipmunk
C0580554,normals psa
C0009753,congress
C0201925,calcium levels
C0368676,antibody screen
C0452697,ravioli
C0567416,molecules
C0459825,brown sugar
C0203065,barium swallow test
C0681103,benefits employee
C0949335,latina
C0166527,boneloc
C5231041,donor breast milk
C0227224,stomach wall
C0184351,warming blanket
C1398094,induced; birth
C0030067,oxygenator
C1513251,solpredone
C0579118,home assessment
C0446457,neck sides
C0239221,blockage ear
C0332544,abnormal weight gain
C0474414,challenging behavior
C0455979,menstruation postponing
C0438071,history delivery no details
C1384586,forceps assistance
C0420332,follow up 2 weeks
C0584988,legal proceedings
C0420926,feeding intention
C0001563,administration oral
C0452262,trail mix
C0242025,ear tropical
C3831073,clockwise
C0449910,test conditions
C0074866,hgh 4 15
C0230770,er membrane
C2711040,borderline low
C2985355,transition phase labor
C0419437,high infant risk
C1854293,iterations
C0205559,true positive
C1472568,astonia
C0557908,feeling failure
C0746467,current medications
C3536558,complex congenital heart defect
C0221571,neurological problems
C0554794,advice cancer
C2825552,doctor's information
C0282473,articles newspaper
C0010090,corpus callosum
C1512346,patient visit
C0562987,cycle track
C0005854,barrier blood brain
C0521787,clicking sound ear
C0574427,sag
C0242186,agrammatica
C1517488,gene family
C1025636,lemongrass
C0392005,bilateral cleft lip
C1720148,as directed
C0000794,abortion rates
C0795701,neck spasms
C1710078,shutter
C1135597,underpads
C0057651,diallate
C0133955,ontose
C0680093,death close friend
C0166872,unite
C1881460,test results low
C3879792,laundry washing machine
C0002636,amniotic band syndrome
C0232990,precocious pregnancy
C0870657,home schooling
C0063411,immobilizine
C1278988,entire placenta
C1320354,head finding
C1960418,multiple dose characteristic
C0939466,rescula
C1428403,partner arf
C0521785,deafness one ear
C0455164,injection intracytoplasmic sperm
C1513354,mitotic
C1851875,fine slow growing hair
C0033053,prenatal diagnoses
C0424236,constant movement
C0406747,another syndrome
C1305852,body measurements
C0556050,fat requirements
C0578203,gets into shower
C1220459,hart park group
C0030561,paries
C4281159,then remove
C1272293,perinatal mental health care
C2700387,converge
C2749696,clenched fists
C3827436,worst possible tiredness
C1267666,cervix part
C3164412,referred midwife
C0680333,rolling paper
C0475208,titer
C0424317,over excitement
C5197831,restrictive diet therapy
C0817662,front hand
C1868842,lead dislodgement
C0423522,sensitive hearing
C0883301,catheter placement
C2712699,figure skating pairs
C2954529,born be mild
C0337022,hot liquid
C0240521,nipples tender
C0680120,trouble with boss
C0584549,discharge day ward
C1834650,absolute pitch
C0189758,incision heart
C4329246,take tub bath
C1881534,let it be made
C2349938,certified midwife
C0475331,colorless
C5204370,how difficult was it
C0022126,muslim
C0332298,controlled by
C0426600,swallowing normal
C0230346,right arm
C0216721,ce ooh
C1699290,swish
C0312426,hormone production
C0558100,wears daywear during night
C0312591,inseparable antibody
C0230425,right thigh
C0949912,faith healing
C0086148,infant diaper
C0398921,wiring teeth
C0035038,relief work
C0586905,pediatric surgeon
C0574221,lak language
C1198518,painted lady
C4751515,proper part
C4314947,extinguished erg
C0270221,infant diabetic mother
C3853115,activity very limited
C1170371,lexapro
C2700619,test strips
C0202098,insulin testing
C0199782,injections insulin
C0332269,negligible
C0650887,fill it
C0035184,medical residency
C0719751,depakote
C0449682,insertion site
C0036537,secretions
C0577115,soft stools
C0020912,reconstruction
C1457900,each
C0441852,group r
C1495566,masked tanager
C2718043,ottoman empire
C4304028,sleep medicine
C0872079,protein protein interaction
C4476688,worse with activity
C0563700,use language
C0007591,phase m
C0023038,opening abdomen
C1553495,monitoring program
C1572948,diaper adult extra large
C0860661,oppositional
C0402722,funeral director's assistant
C4330189,keeping up with other teens
C4289287,feel like moving too slowly
C1170609,simply saline
C0872103,assisted living facility
C0040005,thr
C1898106,toxotes
C4688174,tscc wanting kill myself
C0847554,lump throat
C0336618,dildo
C0566265,eating abilities
C0600092,protective services
C4744452,up front setting
C3729372,endeavouria
C0233517,redirected behavior
C0018687,behavior health
C3829282,limited lot
C0021684,health insurance reimbursement
C1709866,rectifier
C0555036,lover taken
C0780830,smock
C0038968,suturing techniques
C0222048,mane
C0439221,units time
C1268155,placenta part
C0577018,mass stomach
C0039333,task performance
C4086866,splayed
C1701429,list style
C0814525,me report
C0449378,communication with wound
C1442459,3 days
C0009463,action community
C0722685,poly vent
C0814596,problems with friend
C0084578,snarf dye
C0424467,dirty hands
C0031538,tight foreskin
C1320657,diabetes type
C1880273,delegate
C0723285,septa
C0005507,assay
C0860659,aloof
C0005479,biomaterials
C0836841,face surface
C0424161,fear going out
C1272753,institutions
C2712089,able walk
C3825573,truthfulness falsehood
C0027443,born with teeth
C0558219,easily upset
C1174937,narc 1
C1173722,spy cpd
C3266689,articulare
C2068960,patient arrived
C0175681,sound pitch
C1201566,cure all
C0518656,chronic fatigue
C0449244,onset time
C0994199,back school per visit
C0426257,uterus boggy
